titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media
外科医エリーゼミニドラマ,Gekai Elise Mini Drama,,2024-01-11,2024,WINTER 2024,1,12,Unknown,Fantasy,Unknown,ONA,FINISHED,288,48,54
プチフォルマ～電犯局日誌～,Petit Forma: Denpa Kyoku Nisshi,YOUR FORMA: Mini-Anime,2025-03-28,2025,SPRING 2025,1,5,Geno Studio,Mystery | Sci-Fi,Unknown,ONA,FINISHED,284,50,56
『エルドレインの森』アニメトレーラー フルver. “Twin Fates”,Eldraine no Mori: Twin Fates,Wilds of Eldraine,2023-09-05,2023,,1,1,Studio Pierrot | maxilla | Qzil.la | S.o.K,Action | Drama | Fantasy,Unknown,ONA,FINISHED,283,55,62
全职高手荣耀小剧场,Quanzhi Gaoshou: Rongyao Xiao Juchang,,2024-12-14,2024,,1,12,Unknown,Action | Comedy,Unknown,ONA,FINISHED,283,,56
西行纪之狂王,Xi Xing Ji: Kuang Wang,,2024-02-28,2024,,1,9,BYMENT,Fantasy,Unknown,ONA,FINISHED,280,,70
民调局异闻录 第2季,Mindiao Ju Yi Wen Lu 2 ,Bureau of Paranormal Investigation Season 2,2024-07-11,2024,,1,8,Unknown,Action | Adventure | Supernatural,Unknown,ONA,FINISHED,280,,65
イブラヒム3周年記念アニメ,Ibrahim 3 Shuunen Kinen Animation,,2023-02-01,2023,,1,1,Unknown,Action | Slice of Life,Unknown,ONA,FINISHED,278,57,66
POP POP CITY,POP POP CITY,,2024-03-22,2024,,1,1,Graphinica,,Unknown,ONA,FINISHED,277,55,63
良辰有夢,Liangchen you meng,Homecoming,2024-02-05,2024,,1,1,HMCH,Fantasy | Slice of Life,Unknown,ONA,FINISHED,276,59,67
太古星神诀,Taigu Xing Shen Jue,The Secrets of Star Divine Arts,2024-01-25,2024,,1,40,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,276,53,65
卡徒,Katu,,2024-11-30,2024,,1,13,Oriental Creative Color,Action | Sci-Fi,Unknown,ONA,FINISHED,272,,65
都市古仙医,Dushi Gu Xian Yi,,2024-10-02,2024,,1,180,Unknown,Action | Adventure | Fantasy | Sci-Fi,Unknown,ONA,RELEASING,272,,66
神之一脚,Shen Zhiyi Jiao,,2024-04-08,2024,,1,12,Unknown,Action | Comedy | Sports,Unknown,ONA,FINISHED,268,,53
西行纪之大猿魂,Xi Xing Ji: Da Yuan Hun,,2025-06-02,2025,,1,12,BYMENT,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,267,,63
宗门里除了我都是卧底,Zongmen Li Chule Wo Dou Shi Wodi,Spy x Sect,2024-10-14,2024,,1,152,Unknown,Action | Fantasy,Unknown,ONA,RELEASING,267,,65
虎x鹤 妖师录,Hu x He Yao Shi Lu,,2024-10-05,2024,,1,24,Motion Magic,Action | Adventure | Fantasy | Supernatural,Unknown,ONA,FINISHED,266,,76
我的师兄太强了,Wo De Shixiong Tai Qiang Le,,2025-04-01,2025,,1,48,Soyep,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,265,,71
怪兽小馆,Guaishou Xiao Guan,Monster Diner,2023-07-13,2023,,1,12,Shi Qi Yu Mo,Fantasy | Slice of Life,Unknown,ONA,FINISHED,265,,63
神武天尊,Shen Wu Tianzun,,2024-07-27,2024,,1,24,Passion Paint Animation,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,262,,65
スペアイ,Space Idol,,2023-01-27,2023,WINTER 2023,1,6,Kenji Studio | REGARO,Sci-Fi | Slice of Life,Unknown,ONA,FINISHED,262,,54
九州缥缈录,Jiuzhou Piaomiao Lu,Novoland: Eagle Flag,2023-01-24,2023,,1,13,BYMENT,Action | Drama | Fantasy,Unknown,ONA,FINISHED,262,,66
李熊猫,Li Xiongmao,,2026,2026,,1,,GARDEN,Adventure,Unknown,ONA,NOT_YET_RELEASED,262,,
西行纪 年番,Xi Xing Ji: Nian Fan,,2023-08-02,2023,,1,64,BYMENT,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,262,,67
仙武传 第三季,Xianwu Zhuan 3,,2024-09-15,2024,,2,52,Xiaoming Taiji,,Unknown,ONA,FINISHED,260,60,77
キンバリー魔法学校通信,Kimberly Mahou Gakkou Tsuushin,,2023-07-08,2023,SUMMER 2023,1,15,Unknown,Comedy | Fantasy,Unknown,ONA,FINISHED,260,,50
僕らの雨いろプロトコル ミニアニメ,Bokura no Ameiro Protocol Mini Anime,,2023-10-06,2023,FALL 2023,1,13,AQUA ARIS,Comedy,Unknown,ONA,FINISHED,260,,53
ちこまる ,Chikomaru,,2024-01-25,2024,WINTER 2024,1,1,Pie in the sky,Comedy,Unknown,ONA,FINISHED,259,46,50
天相,Tian Xiang,,2025-10-15,2025,,1,26,Honglu Technology,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,258,,68
太一剑仙传,Tai Yi Jian Xian Zhuan,The Legend of the Taiyi Sword Immortal,2023-10-20,2023,,1,20,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,258,,65
武逆,Wu Ni,,2024-11-07,2024,,1,30,Unknown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,257,,59
グランブルーファンタジー: 10th Anniversary Movie,Granblue Fantasy: 10th Anniversary Movie,,2024-03-10,2024,,1,1,CygamesPictures,Adventure | Fantasy,Unknown,ONA,FINISHED,257,,75
機械じかけのマリーミニアニメ,Kikaijikake no Marie Mini Anime,,2025-10-02,2025,FALL 2025,1,13,Unknown,Comedy | Romance,Unknown,ONA,FINISHED,257,,59
剑域风云 第三季,Jian Yu Feng Yun 3,The Legend of Sword Domain 3rd Season,2023-10-29,2023,,1,104,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,255,,60
修罗武神 第2季,Xiuluo Wushen 2,,2026-02-24,2026,,1,16,Tang Kirin Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,255,,73
いきものさん,Ikimono-san,,2023-07-08,2023,SUMMER 2023,2,12,Unknown,Comedy,Unknown,TV_SHORT,FINISHED,253,52,60
散修之王,San Xiu Zhi Wang,,2024-04-01,2024,,1,52,KUAIYING,Action | Fantasy,Unknown,ONA,FINISHED,253,,65
アサティール2 未来の昔ばなし,Asatir 2: Mirai no Mukashibanashi,Future Folktales Season 2,2024-11-03,2024,FALL 2024,1,13,Toei Animation,Adventure,Kids,ONA,FINISHED,252,,62
有兽焉 第五季,You Shou Yan 5,Fabulous Beasts 5,2026-02-20,2026,,1,12,FENZ,Comedy | Fantasy | Slice of Life,Unknown,ONA,FINISHED,251,,77
隐世宗门掌教,Yin Shizong Men Zhang Jiao,The Hidden Sect Leader,2024-03-23,2024,,1,52,Unknown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,251,,60
SHIBUYA♡HACHI,SHIBUYA♡HACHI,,2024-04-06,2024,SPRING 2024,2,13,Nippon Animation,Slice of Life,Kids,TV_SHORT,FINISHED,251,,52
ほっぺちゃん ～サン王国と黒ほっぺ団の秘密～,Hoppe-chan: Sun Oukoku to Kuro Hoppe-dan no Himitsu,,2026-01-10,2026,WINTER 2026,1,12,Toon Harbor Works,Adventure | Fantasy,Kids,TV,FINISHED,251,,57
万古狂帝,Wangu Kuang Di,,2024-01-01,2024,,1,20,Unknown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,250,52,64
青莲剑仙传,Qing Lian Jian Xian Zhuan,,2023-04-23,2023,,1,54,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,249,,65
师士传说,Shi Shi Chuanshuo,,2023-12-03,2023,,1,26,Mili Pictures,Action | Mecha | Sci-Fi,Unknown,ONA,FINISHED,249,,57
山海经密码,Shanhai Jing Mima,,2025-12-27,2025,,1,13,Unknown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,246,,68
ぐんまちゃん シーズン２,GUNMACHAN Season 2,GUNMACHAN Season 2,2023-04-08,2023,SPRING 2023,1,13,Ascension,Slice of Life,Kids,TV,FINISHED,246,,59
沧元图 元初山番外篇,Cang Yuan Tu 2 Special,,2025-06-20,2025,,2,7,Shenman Entertainment,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,246,65,80
あたしンちNEXT,Atashin'chi NEXT,Atashin'chi NEXT,2024-06-05,2024,SUMMER 2024,1,5,Shin-Ei Animation,Comedy,Unknown,ONA,FINISHED,245,51,62
搜神记,Soushen Ji,,2026-03-25,2026,,1,18,CG Year,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,243,,68
同梦之旅,Tong Meng Zhi Lu,,2023-02-28,2023,,1,1,Unknown,Action | Adventure | Fantasy,Kids,ONA,FINISHED,243,52,60
向火而生,Xiang Huo Er Sheng,Rising in the Fire,2025-01-17,2025,,1,6,HM Heros,Action | Drama,Unknown,ONA,FINISHED,241,,65
BLUE GALE XABUNGLE SIDE R,BLUE GALE XABUNGLE SIDE R,,2025-11-12,2025,FALL 2025,1,1,Sunrise | Kamikaze Douga,Action | Mecha | Sci-Fi,Unknown,ONA,FINISHED,241,60,73
ななし怪談 第2作,Nanashi Kaidan 2nd Season,Nanashi Kaidan 2nd Season,2023-08-07,2023,SUMMER 2023,2,5,Unknown,Horror | Supernatural,Unknown,ONA,FINISHED,238,,35
Battle Spirits [Re] 絶界の空,Battle Spirits [Re] Zekkai No Ku,,2026,2026,FALL 2026,1,,Bandai Namco Pictures,Action,Unknown,TV,NOT_YET_RELEASED,238,,
小兵传奇,Xiao Bing Chuanqi,,2024-04-28,2024,,1,26,Motion Magic,Action | Sci-Fi,Unknown,ONA,FINISHED,237,,63
左手上篮 第3季,Zuoshou Shanglan 3,,2026,2026,,1,,Heart & Soul Animation,Sports,Unknown,ONA,NOT_YET_RELEASED,237,,
【腐男子召喚〜異世界で神獣にハメられました〜】ミニアニメ 5th,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita Mini Anime 5th Season,,2023-05-10,2023,SPRING 2023,2,3,AQUA ARIS,Comedy,Unknown,ONA,FINISHED,237,46,50
神藏,Shen Cang,Mysterious Treasures,2023-11-07,2023,,1,12,Dancing CG Studio,Adventure | Fantasy,Unknown,ONA,FINISHED,236,,52
斩神之凡尘神域 第2季,Zhan Shen: Fanchen Shen Yu 2,,2026,2026,,1,15,Shenman Entertainment,Action | Fantasy,Unknown,ONA,NOT_YET_RELEASED,235,,
深渊游戏,Shenyuan Youxi,Fatal Rule,2023-12-14,2023,,1,16,Orcen,Action | Sci-Fi | Thriller,Unknown,ONA,FINISHED,234,,62
我为刀宗,Wo Wei Dao Zong,,2025-07-10,2025,,1,16,Zhongce Picture | G.H.Y. Culture & Media,Action | Fantasy,Unknown,ONA,FINISHED,234,,70
紫川 第2季,Zichuan 2,,2025-07-30,2025,,1,52,Build Dream,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,233,,80
画江湖之不良人Ⅵ,Hua Jianghu: Buliang Ren 6,,2023-03-02,2023,,2,12,Rocen,Adventure | Drama | Romance,Unknown,ONA,FINISHED,233,61,81
Office Work,Office Work,,2024-09-15,2024,SUMMER 2024,1,1,Unknown,Comedy,Unknown,ONA,FINISHED,233,43,44
HYPERSONIC music club,HYPERSONIC music club,,2023-08-01,2023,,1,1,Unknown,Music | Sci-Fi,Unknown,ONA,FINISHED,232,51,58
九天玄帝诀 第四季,Jiu Tian Xuan Di Jue 4,,2023-05-01,2023,,2,52,Ruo Hong Culture,Action | Fantasy,Unknown,ONA,FINISHED,231,,63
绝世战魂,Jueshi Zhan Hun,,2024-04-27,2024,,1,,Unknown,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,229,,70
シンデュアリティ科学講座 ,SYNDUALITY: Kagaku Kouza,,2023-07-11,2023,SUMMER 2023,2,12,Studio PuYUKAI,Comedy | Sci-Fi,Unknown,ONA,FINISHED,229,,54
ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～ ミニアニメ,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story Mini Anime",,2023-10-13,2023,FALL 2023,1,12,Unknown,,Unknown,ONA,FINISHED,228,,53
逆天邪神 年番,Nitian Xie Shen: Nian Fan,,2026-04-16,2026,,1,52,Foch,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,227,,78
念无双,Nian Wushuang,A Moment but Forever,2024-08-07,2024,,1,14,Oriental Creative Color,Action | Fantasy | Romance,Unknown,ONA,FINISHED,227,,71
魔装传说,Mo Zhuang Chuanshuo,,2023-08-21,2023,,1,31,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,227,,64
原神 瓶中的心愿,Yuanshen: Ping Zhong de Xinyuan,Genshin Impact: Wish in a Bottle,2025-01-05,2025,,1,1,miHoYo Anime,Fantasy,Unknown,ONA,FINISHED,227,56,70
修仙者大战超能力,Xiuxianzhe Dazhan Chaonengli,,2026-02-14,2026,,1,40,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,226,,58
ちびゴジラの逆襲(第3期),Chibi Godzilla no Gyakushuu 3,Chibi Godzilla Raids Again Season 3,2025-07-02,2025,SUMMER 2025,1,,Pie in the sky,Comedy | Fantasy,Unknown,TV_SHORT,RELEASING,226,,66
九辰风云录,Jiu Chen Fengyun Lu,The Legend of Yang Chen,2023-07-11,2023,,1,40,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,225,,66
当神不让,Dang Shen Bu Rang,,2026,2026,,1,,Unknown,Action | Adventure | Fantasy,Unknown,ONA,NOT_YET_RELEASED,225,,
念凡尘,Nian Fanchen,,2026,2026,,1,,Chongzhuo Animation,Action | Adventure | Fantasy,Unknown,ONA,NOT_YET_RELEASED,224,,
少年歌行之暗河传 下部,Shaonian Ge Xing: Anhe Zhuan Part 2,,2024-04-17,2024,,1,14,Passion Paint Animation,Action | Fantasy,Unknown,ONA,FINISHED,223,,70
モアナと伝説の海2 3Dショートアニメ,Moana to Densetsu no Umi 2 3D Short Anime,,2024-12-07,2024,,1,4,Yasuda Genshou Studio by Xenotoon,Music,Unknown,ONA,FINISHED,221,,56
同じゼミの染谷さんがセクシー女優だった話。,Onaji Zemi no Someya-san ga Sexy Joyuu Datta Hanashi.,,2026-07,2026,SUMMER 2026,1,,Studio Houkiboshi,Hentai,Unknown,TV,NOT_YET_RELEASED,221,,
Nyaaaanvy (ニャンビー),Nyaaaanvy,,2024-05-25,2024,SPRING 2024,1,6,Lesprit,Comedy,Unknown,TV_SHORT,FINISHED,219,49,53
猫之茗 第二季,Mao Zhi Ming 2,The Cat's Tea Season 2,2023-04-08,2023,,1,11,TRCARTOON,Action | Comedy | Fantasy,Unknown,ONA,FINISHED,219,,68
トランスフォーマー ワイルドキング,Transformers: Wild King,,2025-03-26,2025,SPRING 2025,2,14,Infinity Vision | Type ZERO,Action | Mecha | Sci-Fi,Unknown,ONA,FINISHED,218,,48
万界独尊 第三季,Wan Jie Du Zun 3,,2024-11-30,2024,,1,224,Unknown,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,217,,76
タワーダンジョン｜6巻発売記念PV,Tower Dungeon Volume 6 Release Commemorative PV,,2026-03-31,2026,,1,1,studio keel,Adventure | Fantasy,Unknown,ONA,FINISHED,217,,79
牧神记4,Mu Shen Ji 4,,2026-04-19,2026,,1,26,Sparkly Key Animation,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,216,,86
少年歌行 海外仙山篇,Shaonian Ge Xing: Haiwai Xianshan Pian,Great Journey of Teenagers 3rd Season,2023-10-25,2023,,2,26,CG Year,Action | Adventure | Fantasy | Mystery,Unknown,ONA,FINISHED,216,,72
彼女がセパレートをまとう理由,Kanojo ga Separate wo Matou Riyuu,,2025-07-04,2025,SUMMER 2025,1,,studio LEO,Hentai,Unknown,ONA,RELEASING,215,,65
三十六骑,Sanshiliu Ji,Thirty-six Cavalry,2023-10-09,2023,,1,13,CG Year,Action | Drama,Unknown,ONA,FINISHED,213,,67
ちくわ戦記～おれのカワイイで地球侵略～,Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku ,,2025-04-08,2025,SPRING 2025,1,12,Imageworks Studio | Imagica Infos,Comedy | Sci-Fi,Unknown,TV_SHORT,FINISHED,213,,42
推しが部下になりました,Oshi ga Buka ni Narimashita,,2025-10-31,2025,FALL 2025,1,30,Unknown,Romance,Josei,ONA,FINISHED,212,,49
山海际会,Shan Hai Ji Hui,,2023-04-13,2023,,1,25,Xuni Pictures,Action | Sci-Fi,Unknown,ONA,FINISHED,212,,59
MUZIK TIGER In the Forest,MUZIK TIGER In the Forest,,2025-04-02,2025,SPRING 2025,2,13,TOHO animation STUDIO,Slice of Life,Unknown,TV_SHORT,FINISHED,212,48,54
追放白魔導師 ミニアニメ ,Tsuihou Shiro Madoushi Mini Anime,,2025-07-11,2025,SUMMER 2025,1,12,INREALITY,Comedy | Fantasy,Unknown,ONA,FINISHED,211,,50
火凤燎原 第二季,Huo Feng Liao Yuan 2,The Ravages of Time 2,2025-01-16,2025,,2,16,LX Animation Studio,Action | Adventure | Drama,Unknown,ONA,FINISHED,211,,73
セリア先生のどきどきインタビュールーム,Celia-sensei no Dokidoki Interview Room,,2024-02-02,2024,,1,6,Unknown,Comedy | Fantasy,Unknown,ONA,FINISHED,210,,54
燃夏,Ran Xia,,2023-12-03,2023,,1,16,Painted Edge,Action | Comedy | Romance,Unknown,ONA,FINISHED,210,,56
大道独行之蝶龙变,Da Dao Du Xing: Die Long Bian,,2026-04-06,2026,,1,16,Wonder Cat Animation,Action | Fantasy,Unknown,ONA,RELEASING,208,,68
风云变,Fengyun Bian,,2024-05-17,2024,,1,30,BlueArc Animation Studio,Fantasy,Unknown,ONA,FINISHED,207,,55
将夜,Jiang Ye,Ever Night,2026-04-23,2026,,1,16,Wonder Cat Animation,Action | Drama | Fantasy,Unknown,ONA,RELEASING,206,,71
なんでも爆解！こよりチャン,Nandemo Bakukai! Koyori-chan,Solved with a Bang! Koyori-chan,2023-08-17,2023,SUMMER 2023,1,,Unknown,Comedy,Unknown,ONA,RELEASING,205,,63
狐妖小红娘 镜花缘,Huyao Xiao Hongniang: Jinghua Yuan,,2024-08-03,2024,,2,10,Ke Yue Xue Zi,Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,204,,66
Page of Lambda,Page of Lambda,,2024-06-15,2024,,1,1,ENISHIYA,,Unknown,ONA,FINISHED,204,54,66
你的人生是我来迟了,Ni De Rensheng Shi Wo Lai Chi Le,1st Kiss,2023-11-07,2023,,1,16,Chuangpu Animation Studio,Drama | Psychological | Romance,Unknown,ONA,FINISHED,201,,61
徒弟个个是大佬,Tudi Ge Ge Shi Da Lao,,2024-10-28,2024,,1,40,Unknown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,201,,69
天庭板砖侠,Tianting Banzhuan Xia,,2024-06-12,2024,,1,18,Tang Kirin Culture,Action | Fantasy,Unknown,ONA,FINISHED,201,,66
斗罗大陆剧场版 剑道尘心,Douluo Dalu Movie: Jiandao Chen Xin,,2025-07-12,2025,,1,1,Sparkly Key Animation,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,201,,75
おブスに花束を ,Obusu ni Hanataba wo,,2025-07-10,2025,SUMMER 2025,1,13,NEWON,Comedy | Romance,Unknown,ONA,FINISHED,201,,62
披着狼皮的羊,Pi Zhe Lang Pi De Yang,,2023-04-18,2023,,1,16,Gen Long Culture,Comedy | Fantasy | Romance,Unknown,ONA,FINISHED,201,,53
神道帝尊,Shendao Dizun,,2024-10-22,2024,,1,48,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,201,,69
TRUST,TRUST,,2025-03-09,2025,WINTER 2025,1,1,POLYGON PICTURES,Mystery | Sci-Fi,Unknown,ONA,FINISHED,201,,51
科学×冒険サバイバル！ 第2シリーズ,Kagaku×Bouken Survival! 2nd Season,,2025-10-04,2025,FALL 2025,1,19,Studio Gallop,,Unknown,TV,FINISHED,200,,50
我是大神仙 第3季,Wo Shi Da Shenxian 3,,2024-10-28,2024,,1,16,CG Year,Action | Fantasy,Unknown,ONA,FINISHED,200,,65
金蚕往事,Jin Can Wangshi,,2024-06-10,2024,,1,24,Yofox Culture,Action | Adventure | Mystery | Supernatural,Unknown,ONA,FINISHED,199,,60
永恒剑祖,Yongheng Jian Zu,,2024-12-19,2024,,1,40,Unknown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,199,,58
AnimeCanvas コマーシャルフィルム ,AnimeCanvas Commercial Film,,2026-03-28,2026,,1,1,CloverWorks,,Unknown,ONA,FINISHED,199,55,69
原神 此世之忆,Yuanshen: Ci Shi Zhi Yi,Genshin Impact: Memories of This Life,2025-01-09,2025,,1,1,miHoYo Anime,Action | Fantasy,Unknown,ONA,FINISHED,197,61,78
星辰变 最终季,Xingchen Bian Final,,2026-05-07,2026,,1,12,Foch,Action | Adventure | Fantasy | Romance,Unknown,ONA,RELEASING,196,,71
【腐男子召喚〜異世界で神獣にハメられました〜】ミニアニメ 6th,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita Mini Anime 6th Season,,2023-12-08,2023,FALL 2023,2,3,AQUA ARIS,Comedy,Unknown,ONA,FINISHED,196,46,52
忍ばない！クリプトニンジャ咲耶,Shinobanai! Crypto Ninja Sakuya,,2023-10-04,2023,FALL 2023,2,13,Fanworks,Action | Comedy,Unknown,TV_SHORT,FINISHED,195,,43
ぷにるんず ぷに２,Punirunes Puni 2,,2024-10-06,2024,FALL 2024,2,25,OLM,Slice of Life,Kids,TV_SHORT,FINISHED,194,,54
枕刀歌 第2季,Zhen Dao Ge 2,,2023-12-05,2023,,2,14,Infinity Animation,Action | Adventure | Drama,Unknown,ONA,FINISHED,194,,73
最強王図鑑 ～The Ultimate Tournament～,Sai-Kyo-Oh! Zukan: The Ultimate Tournament,,2025-04-06,2025,SPRING 2025,1,51,OLM,Action,Unknown,TV_SHORT,FINISHED,194,,58
ユーチューニャー２,YouTuNya 2,,2024-04-02,2024,SPRING 2024,2,12,Lesprit,Comedy | Slice of Life,Unknown,TV_SHORT,FINISHED,194,47,52
ぷちきゅあ～Precure Fairies～ シーズン3,PetitCure: Precure Fairies Season 3,,2026-03-26,2026,SPRING 2026,1,,IKIF+,Fantasy | Slice of Life,Unknown,ONA,RELEASING,193,,61
すみっコぐらし ここがおちつくんです,Sumikko Gurashi: Koko ga Ochitsukun Desu,,2025-04-04,2025,SPRING 2025,1,26,Fanworks,Slice of Life,Unknown,TV_SHORT,FINISHED,193,,65
瓦洛兰小镇,Waluolan Xiao Zhen,,2023-09-28,2023,,1,12,FENZ,Comedy | Fantasy | Slice of Life,Unknown,ONA,FINISHED,193,54,66
5億年ボタン Part 2,5-Oku-nen Button Part 2,,2024-09-30,2024,FALL 2024,1,2,STUDIO SOTA,Psychological,Unknown,TV,FINISHED,191,,51
JOCHUM,JOCHUM,,2024-07-13,2024,SUMMER 2024,2,24,Fanworks,Slice of Life,Unknown,TV_SHORT,FINISHED,191,,54
双生武魂,Shuangsheng Wu Hun,,2025-07-23,2025,,1,60,Soyep,Action | Fantasy,Unknown,ONA,FINISHED,191,,59
魁!!令和の男塾,Sakigake!! Reiwa no Otokojuku,,2023-12-18,2023,FALL 2023,1,36,DLE,Comedy,Unknown,ONA,FINISHED,189,,60
万界至尊 第二季,Wan Jie Zhizun 2,,2023-09-28,2023,,1,180,Ruo Hong Culture,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,188,,70
綾ヵ島観光案内,Ayagashima Kankou Annai,,2023-06-23,2023,SUMMER 2023,1,16,Unknown,Comedy | Fantasy,Unknown,ONA,FINISHED,188,,48
兵主奇魂 下,Bing Zhu Qi Hun Part 2,,2023-01-24,2023,,1,12,Hua Dream,Action | Fantasy,Unknown,ONA,FINISHED,188,,57
赘婿 第二季,Zhui Xu 2nd Season,,2024-07-28,2024,,1,16,Oriental Creative Color,Comedy | Romance | Slice of Life,Unknown,ONA,FINISHED,186,,74
武林不二周刊,Wulin Buer Zhoukan,,2023-04-10,2023,,1,24,Wenzhou Mengbu Anime Design | Origin Chasing,Comedy | Fantasy,Unknown,ONA,FINISHED,184,,49
盒中之海,He Zhong Zhi Hai,,2024-10-03,2024,,1,1,Unknown,Fantasy | Horror | Mystery | Sci-Fi,Unknown,ONA,FINISHED,184,,74
火旺,Huo Wang,,2026,2026,,1,,D.ROCK-ART,Adventure | Drama | Horror | Psychological | Supernatural,Unknown,ONA,NOT_YET_RELEASED,183,,
でんでんの電脳電車,Denden no Dennou Densha,,2023-04-13,2023,SPRING 2023,1,12,Studio HUIT,Comedy,Unknown,TV_SHORT,FINISHED,182,,46
齢5000年の草食ドラゴン、いわれなき邪竜認定 ~ちょこっと~,"Yowai 5000-nen no Soushoku Dragon, Iwarenaki Jaryuu Nintei: Chokotto",,2023-01-07,2023,WINTER 2023,1,12,Starry Cube,Comedy | Fantasy,Unknown,ONA,FINISHED,180,,57
陆地键仙,Lu Di Jian Xian,,2024-06-24,2024,,1,150,Unknown,Action | Comedy | Fantasy,Unknown,ONA,FINISHED,179,,72
小绿和小蓝 第三季,Xiaolü He Xiaolan 3,,2023-09-27,2023,,2,12,Big Firebird Cultural Media,Comedy | Drama | Fantasy,Unknown,ONA,FINISHED,179,,63
太平天书之将魂觉醒,Taiping Tianshu: Jiang Hun Juexing,,2024-06-18,2024,,1,12,Foch,Action,Unknown,ONA,FINISHED,178,,59
武动乾坤 第7季,Wu Dong Qiankun 7,,2026,2026,,1,,Motion Magic,Action | Adventure | Fantasy,Unknown,ONA,NOT_YET_RELEASED,178,,
エリーゼ's カルテ,Elise's Karute,,2024-01-05,2024,WINTER 2024,1,7,Unknown,Comedy | Fantasy | Romance,Unknown,ONA,FINISHED,177,,58
盗妖行,Dao Yao Xing,,2026-03-03,2026,,1,60,Soyep,Action | Fantasy,Unknown,ONA,RELEASING,176,,65
荒神录之玲珑山,Huangshen Lu Zhi Linglong Shan,The Ruins of Kunlun Linglong,2025-05-02,2025,,1,12,Nice Boat Animation,Adventure | Fantasy,Unknown,ONA,FINISHED,176,,58
星の子どもとはじまりの樹,Hoshi no Kodomo to Hajimari no Ki,,2025-03-09,2025,WINTER 2025,1,1,Buemon,Fantasy,Unknown,ONA,FINISHED,176,,50
逆天战纪,Nitian Zhan Ji,The Rise of the Weak,2023-04-03,2023,,1,20,Fengyun Animation,Action | Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,175,,54
青のオーケストラ 5分で楽しいクラシック,Ao no Orchestra 5-bu de Tanoshii Kurashikku,,2023-03-20,2023,SPRING 2023,1,19,Unknown,Comedy | Music,Unknown,TV_SHORT,FINISHED,174,,52
ギャラクシーアパート★コスモヒルズ,Galaxy Apartment★Cosmo Hills,,2025-03-09,2025,WINTER 2025,1,1,Seven Arcs,Drama | Sci-Fi,Unknown,ONA,FINISHED,174,48,55
